ProductSKU,RecordUID,DeptName,ItemName,ItemDetailedSpecs,SellingPrice,CostPrice,CurrentStock(QTY),CaseQuantity(CTN),UPC(BARCODE),AlternateLookupBarcode(ALPHANUMERIC),ProductVariant,DimensionScale,AltKeyAlpha,AltKeyBeta,AltKeyGamma,AltKeyDelta,AltKeyEpsilon,AltKeyZeta
2200,,FOOD & CONDIMENTS:,TROPICAL SUN VIRGIN COCONUT OIL 250ML,TROPICAL SUN VIRGIN COCONUT OIL 250ML,0,0,15,1,5.02979E+12,5.02979E+12,,,,,,,,
2207,,FOOD & CONDIMENTS:,AANI GOLDEN SELLA BASMATI RICE 5KG,AANI GOLDEN SELLA BASMATI RICE 5KG,0,0,2,1,5.02979E+12,5.02979E+12,,,,,,,,
2208,,FOOD & CONDIMENTS:,TROPICAL SUN TUNA CHUNKS IN BRINE 160G,TROPICAL SUN TUNA CHUNKS IN BRINE 160G,0,0,1,1,5.02979E+12,5.02979E+12,,,,,,,,
221,,VILLAGE MARKET,BONGA FISH (BIG),BONGA FISH (BIG),0,0,5,1,8.00125E+12,8.00125E+12,,,,,,,,
2211,,FOOD & CONDIMENTS:,TROPICAL SUN ALMONDS 100G,TROPICAL SUN ALMONDS 100G,0,0,9,1,5.02979E+12,5.02979E+12,,,,,,,,
2212,,FOOD & CONDIMENTS:,TROPICAL SUN ORGANIC COCONUT MILK 400ML,TROPICAL SUN ORGANIC COCONUT MILK 400ML,0,0,24,1,5.02979E+12,5.02979E+12,,,,,,,,
2214,,FOOD & CONDIMENTS:,PEGASUS HIMALAYAN WHITE SALT FINE 800G,PEGASUS HIMALAYAN WHITE SALT FINE 800G,0,0,4,1,5.02979E+12,5.02979E+12,,,,,,,,
2225,,FOOD & CONDIMENTS:,TROPICAL SUN GROUND CLOVES 100G,TROPICAL SUN GROUND CLOVES 100G,0,0,4,1,5.02979E+12,5.02979E+12,,,,,,,,
2228,,FOOD & CONDIMENTS:,TROPICAL SUN EXTRA VIRGIN OLIVE OIL & SUNFLOWER 5L,TROPICAL SUN EXTRA VIRGIN OLIVE OIL & SUNFLOWER 5L,0,0,2,1,5.02979E+12,5.02979E+12,,,,,,,,
2229,,FOOD & CONDIMENTS:,TROPICAL SUN ALMONDS 750ML,TROPICAL SUN ALMONDS 750ML,0,0,3,1,5.02979E+12,5.02979E+12,,,,,,,,
223,,VILLAGE MARKET,ESSENTIAL PALM OIL 1LT,ESSENTIAL PALM OIL 1LT,0,0,28,1,8.03366E+12,8.03366E+12,,,,,,,,
2231,,FOOD & CONDIMENTS:,OLU-OLU POUNDO IYAN 1.2KG,OLU-OLU POUNDO IYAN 1.2KG,0,0,6,1,5.03067E+12,5.03067E+12,,,,,,,,
2232,,FOOD & CONDIMENTS:,LASER POMACE OLIVE OIL 4LTRS,LASER POMACE OLIVE OIL 4LTRS,0,0,3,1,5.03262E+12,5.03262E+12,,,,,,,,
2233,,FOOD & CONDIMENTS:,LASER OLIVE&RAPSEED OIL 5LTRS,LASER OLIVE&RAPSEED OIL 5LTRS,0,0,3,1,5.03262E+12,5.03262E+12,,,,,,,,
2238,,FOOD & CONDIMENTS:,LASER OLIVE&SUNFLOWER OIL 3LTRS,LASER OLIVE&SUNFLOWER OIL 3LTRS,0,0,2,1,5.03262E+12,5.03262E+12,,,,,,,,
2252,,FOOD & CONDIMENTS:,BONITA SPAGHETTI 500G,BONITA SPAGHETTI 500G,0,0,11,1,50392025,50392025,,,,,,,,
2254,,FOOD & CONDIMENTS:,NANDOS PERI-PERI RUB SMOKEY BBQ 25G,NANDOS PERI-PERI RUB SMOKEY BBQ 25G,0,0,8,1,5.0393E+12,5.0393E+12,,,,,,,,
2258,,FOOD & CONDIMENTS:,VITALS GINGER GARLIC POWDER 5G,VITALS GINGER GARLIC POWDER 5G,0,0,37,1,5.05002E+12,5.05002E+12,,,,,,,,
2259,,FOOD & CONDIMENTS:,VITAPEPE TOMATO PEPPER PASTE WITH ONION SACHET 50,VITAPEPE TOMATO PEPPER PASTE WITH ONION SACHET 50,0,0,114,1,5.05002E+12,5.05002E+12,,,,,,,,
226,,VILLAGE MARKET,GINGER POWDER,GINGER POWDER,0,0,13,1,8.54125E+12,8.54125E+12,,,,,,,,
2261,,FOOD & CONDIMENTS:,VITALI TOMATO MIX PASTE SACHET 50G,VITALI TOMATO MIX PASTE SACHET 50G,0,0,136,1,5.05002E+12,5.05002E+12,,,,,,,,
2264,,FOOD & CONDIMENTS:,ASDA SMA PASTA SHAPES 500G,ASDA SMA PASTA SHAPES 500G,0,0,23,1,5.05085E+12,5.05085E+12,,,,,,,,
2265,,FOOD & CONDIMENTS:,SEALAPACK 35 RESEALABLE AND REUSEABLE FREEZER BAGS,SEALAPACK 35 RESEALABLE AND REUSEABLE FREEZER BAGS,0,0,15,1,5.05325E+12,5.05325E+12,,,,,,,,
2267,,FOOD & CONDIMENTS:,BEST ONE TABLE SALT 750G,BEST ONE TABLE SALT 750G,0,0,9,1,5.05407E+12,5.05407E+12,,,,,,,,
2288,,FOOD & CONDIMENTS:,TESCO SPAGHETTI 500G,TESCO SPAGHETTI 500G,0,0,1,1,5.05755E+12,5.05755E+12,,,,,,,,
229,,VILLAGE MARKET,DETOP NATURAL DRY LOCUST BEAN (IRU),DETOP NATURAL DRY LOCUST BEAN (IRU),0,0,11,1,8.56958E+12,8.56958E+12,,,,,,,,
2298,,FOOD & CONDIMENTS:,NAPA CORNED BEEF 340G,NAPA CORNED BEEF 340G,0,0,24,1,5.06018E+12,5.06018E+12,,,,,,,,
230,,VILLAGE MARKET,OLOTU BEANS 1KG,OLOTU BEANS 1KG,0,0,6,1,85725,85725,,,,,,,,
2300,,FOOD & CONDIMENTS:,HALAL SUN VALLEY CORNED BEEF LOAF 340G,HALAL SUN VALLEY CORNED BEEF LOAF 340G,0,0,19,1,5.06018E+12,5.06018E+12,,,,,,,,
2301,,FOOD & CONDIMENTS:,NAPA CORNED BEEF 200G,NAPA CORNED BEEF 200G,0,0,1,1,5.06018E+12,5.06018E+12,,,,,,,,
2302,,FOOD & CONDIMENTS:,OATALA OAT FLOUR 100% MILLED WHOLEGRAIN 1.5KG,OATALA OAT FLOUR 100% MILLED WHOLEGRAIN 1.5KG,0,0,7,1,5.06018E+12,5.06018E+12,,,,,,,,
2304,,FOOD & CONDIMENTS:,HARTLEY'S APRICOT JAM 300G,HARTLEY'S APRICOT JAM 300G,0,0,6,1,5.06039E+12,5.06039E+12,,,,,,,,
2305,,FOOD & CONDIMENTS:,HARTLEY'S BLACKCURRANT JAM 300G,HARTLEY'S BLACKCURRANT JAM 300G,0,0,2,1,5.06039E+12,5.06039E+12,,,,,,,,
2306,,FOOD & CONDIMENTS:,MCVITIES DIGESTIVE ORIGINAL 90G,MCVITIES DIGESTIVE ORIGINAL 90G,0,0,47,1,5.06048E+12,5.06048E+12,,,,,,,,
2321,,FOOD & CONDIMENTS:,KRAZY NUTS ALMOND 750G,KRAZY NUTS ALMOND 750G,0,0,6,1,5.06101E+12,5.06101E+12,,,,,,,,
2326,,FOOD & CONDIMENTS:,SAFFOLA SUNFLOWER OIL 5LTR,SAFFOLA SUNFLOWER OIL 5LTR,0,0,2,1,5.065E+12,5.065E+12,,,,,,,,
2332,,FOOD & CONDIMENTS:,PRINCES TUNA CHUNKS IN BRINE 145G,PRINCES TUNA CHUNKS IN BRINE 145G,0,0,17,1,50717163,50717163,,,,,,,,
2335,,FOOD & CONDIMENTS:,CHOP-CHOP DRIED MIXED FRUIT 500G,CHOP-CHOP DRIED MIXED FRUIT 500G,0,0,11,1,5.20104E+12,5.20104E+12,,,,,,,,
2336,,FOOD & CONDIMENTS:,UPPERROOM COMMUNION WAFERS ROUND UNLEAVENED MEDIU,UPPERROOM COMMUNION WAFERS ROUND UNLEAVENED MEDIU,0,0,8,1,5.2402E+12,5.2402E+12,,,,,,,,
2337,,FOOD & CONDIMENTS:,UPPERROOM COMMUNION WAFERS ROUND UNLEAVENED BIG J,UPPERROOM COMMUNION WAFERS ROUND UNLEAVENED BIG J,0,0,5,1,5.2402E+12,5.2402E+12,,,,,,,,
2340,,FOOD & CONDIMENTS:,DOMO WHIPPING CREAM VANILLA FLAVOUR 500G,DOMO WHIPPING CREAM VANILLA FLAVOUR 500G,0,0,7,1,5.28101E+12,5.28101E+12,,,,,,,,
2353,,FOOD & CONDIMENTS:,DOMO SYRUP DARK CHOCOLATE 610G,DOMO SYRUP DARK CHOCOLATE 610G,0,0,2,1,5.28101E+12,5.28101E+12,,,,,,,,
2354,,FOOD & CONDIMENTS:,DOMO SYRUP CARAMEL 610G,DOMO SYRUP CARAMEL 610G,0,0,2,1,5.28101E+12,5.28101E+12,,,,,,,,
2355,,FOOD & CONDIMENTS:,DOMO SYRUP STRAWBERRY 610G,DOMO SYRUP STRAWBERRY 610G,0,0,5,1,5.28101E+12,5.28101E+12,,,,,,,,
2356,,FOOD & CONDIMENTS:,DOMO SYRUP MILK CHOCOLATE 610G,DOMO SYRUP MILK CHOCOLATE 610G,0,0,4,1,5.28101E+12,5.28101E+12,,,,,,,,
2357,,FOOD & CONDIMENTS:,DOMO ICE CREAM VAILLA FLAVOUR POWDER 70G,DOMO ICE CREAM VAILLA FLAVOUR POWDER 70G,0,0,24,1,5.28101E+12,5.28101E+12,,,,,,,,
2358,,FOOD & CONDIMENTS:,DOMO ICE CREAM STRAWBERRY FLAVOUR POWDER 70G,DOMO ICE CREAM STRAWBERRY FLAVOUR POWDER 70G,0,0,25,1,5.28101E+12,5.28101E+12,,,,,,,,
2361,,FOOD & CONDIMENTS:,PLEIN SOLEIL CHUNKS LIGHT MEAT TUNA IN OIL 170G,PLEIN SOLEIL CHUNKS LIGHT MEAT TUNA IN OIL 170G,0,0,3,1,5.28301E+12,5.28301E+12,,,,,,,,
2363,,FOOD & CONDIMENTS:,PLEIN SOLEIL SOLID WHITE TUNA IN OIL 185G,PLEIN SOLEIL SOLID WHITE TUNA IN OIL 185G,0,0,1,1,5.285E+12,5.285E+12,,,,,,,,
2364,,FOOD & CONDIMENTS:,PLEIN SOLEIL WHITE TUNA IN WATER 185G,PLEIN SOLEIL WHITE TUNA IN WATER 185G,0,0,1,1,5.285E+12,5.285E+12,,,,,,,,
2365,,FOOD & CONDIMENTS:,PLEIN SOLEIL SOLID WHITE TUNA WITH CHILI 185G,PLEIN SOLEIL SOLID WHITE TUNA WITH CHILI 185G,0,0,1,1,5.285E+12,5.285E+12,,,,,,,,
2367,,FOOD & CONDIMENTS:,CROWN SLIM SPAGHETTI 500G,CROWN SLIM SPAGHETTI 500G,0,0,97,1,5.29685E+12,5.29685E+12,,,,,,,,
2368,,FOOD & CONDIMENTS:,CROWN TWIST CAVATTO 500G,CROWN TWIST CAVATTO 500G,0,0,97,1,5.29685E+12,5.29685E+12,,,,,,,,
2369,,FOOD & CONDIMENTS:,CROWN PREMIUM SPAGHETTI SLIM 500G,CROWN PREMIUM SPAGHETTI SLIM 500G,0,0,42,1,5.29685E+12,5.29685E+12,,,,,,,,
237,,VILLAGE MARKET,SHOKO,SHOKO,0,0,5,1,88984,88984,,,,,,,,
2370,,FOOD & CONDIMENTS:,CROWN PREMIUM SPAGHETTI 500G,CROWN PREMIUM SPAGHETTI 500G,0,0,31,1,5.29685E+12,5.29685E+12,,,,,,,,
2372,,FOOD & CONDIMENTS:,MAMA'S PRIDE TWIST CAVATTO 500G,MAMA'S PRIDE TWIST CAVATTO 500G,0,0,110,1,5.29685E+12,5.29685E+12,,,,,,,,
2373,,FOOD & CONDIMENTS:,MAMA'S PRIDE SPAGHETTI SLIM 500G,MAMA'S PRIDE SPAGHETTI SLIM 500G,0,0,157,1,5.29685E+12,5.29685E+12,,,,,,,,
2374,,FOOD & CONDIMENTS:,FOSTER CLARKS COCONUT 28ML,FOSTER CLARKS COCONUT 28ML,0,0,4,1,5.3521E+12,5.3521E+12,,,,,,,,
2375,,FOOD & CONDIMENTS:,FOSTER CLARK'S BUTTERSCOTCH OIL 28ML,FOSTER CLARK'S BUTTERSCOTCH OIL 28ML,0,0,4,1,5.3521E+12,5.3521E+12,,,,,,,,
2378,,FOOD & CONDIMENTS:,FOSTER CLARKS ALMOND 28ML,FOSTER CLARKS ALMOND 28ML,0,0,8,1,5.3521E+12,5.3521E+12,,,,,,,,
238,,VILLAGE MARKET,TEMEGRAVID PONMO,TEMEGRAVID PONMO,0,0,2,1,8.95024E+12,8.95024E+12,,,,,,,,
2380,,FOOD & CONDIMENTS:,FOSTER CLARKS STRAWBERRY OIL 28ML,FOSTER CLARKS STRAWBERRY OIL 28ML,0,0,8,1,5.3521E+12,5.3521E+12,,,,,,,,
2381,,FOOD & CONDIMENTS:,FOSTER CLARK PINEAPPLE FLAVOUR 28ML,FOSTER CLARK PINEAPPLE FLAVOUR 28ML,0,0,11,1,5.3521E+12,5.3521E+12,,,,,,,,
2382,,FOOD & CONDIMENTS:,FOSTER CLARKS CHOCOLATE 28ML,FOSTER CLARKS CHOCOLATE 28ML,0,0,6,1,5.3521E+12,5.3521E+12,,,,,,,,
2384,,FOOD & CONDIMENTS:,FOSTER CLARKS VANILLA OIL 28ML,FOSTER CLARKS VANILLA OIL 28ML,0,0,12,1,5.3521E+12,5.3521E+12,,,,,,,,
2385,,FOOD & CONDIMENTS:,FOSTER CLARKS BANANA OIL 28ML,FOSTER CLARKS BANANA OIL 28ML,0,0,5,1,5.3521E+12,5.3521E+12,,,,,,,,
2386,,FOOD & CONDIMENTS:,FOSTER CLARKS CONDENSED MILK 28ML,FOSTER CLARKS CONDENSED MILK 28ML,0,0,10,1,5.3521E+12,5.3521E+12,,,,,,,,
2387,,FOOD & CONDIMENTS:,FOSTER CLARKS RED 28ML,FOSTER CLARKS RED 28ML,0,0,5,1,5.3521E+12,5.3521E+12,,,,,,,,
2395,,FOOD & CONDIMENTS:,RUBY BASMATIC RICE 5KG,RUBY BASMATIC RICE 5KG,0,0,1,1,5.51479E+12,5.51479E+12,,,,,,,,
2398,,FOOD & CONDIMENTS:,MAGGI MASTER SZEF 200G,MAGGI MASTER SZEF 200G,0,0,3,1,5.90009E+12,5.90009E+12,,,,,,,,
24,,VILLAGE MARKET,RED PEPPER (SMALL),RED PEPPER (SMALL),0,0,15,1,19901,19901,,,,,,,,
2409,,FOOD & CONDIMENTS:,TASTY CHICKEN SEASONING POWDER 250G,TASTY CHICKEN SEASONING POWDER 250G,0,0,18,1,6.00146E+12,6.00146E+12,,,,,,,,
2410,,FOOD & CONDIMENTS:,NANDOS PERI -PERI SAUCE HOT 125G,NANDOS PERI -PERI SAUCE HOT 125G,0,0,4,1,6.00377E+12,6.00377E+12,,,,,,,,
2412,,FOOD & CONDIMENTS:,ONGA MAMA'S HELPING HAND! 48 CUBE 192G,ONGA MAMA'S HELPING HAND! 48 CUBE 192G,0,0,29,1,6.00816E+12,6.00816E+12,,,,,,,,
2415,,FOOD & CONDIMENTS:,ONGA STEW SACHET 10G,ONGA STEW SACHET 10G,0,0,91,1,6.00816E+12,6.00816E+12,,,,,,,,
2416,,FOOD & CONDIMENTS:,ONGA CLASSIC 10G,ONGA CLASSIC 10G,0,0,43,1,6.00816E+12,6.00816E+12,,,,,,,,
2420,,FOOD & CONDIMENTS:,NORA JOLLOF SPICE 10G,NORA JOLLOF SPICE 10G,0,0,100,1,6.00952E+12,6.00952E+12,,,,,,,,
2421,,FOOD & CONDIMENTS:,NORA FRIED RICE SPICE 10G,NORA FRIED RICE SPICE 10G,0,0,53,1,6.00952E+12,6.00952E+12,,,,,,,,
2423,,FOOD & CONDIMENTS:,NORA SPICE FOR JOLLOF 100G,NORA SPICE FOR JOLLOF 100G,0,0,2,1,6.00952E+12,6.00952E+12,,,,,,,,
2424,,FOOD & CONDIMENTS:,BENNY POWDERED CHICKEN FLAVOURED STOCK 10G,BENNY POWDERED CHICKEN FLAVOURED STOCK 10G,0,0,51,1,6.00952E+12,6.00952E+12,,,,,,,,
2426,,FOOD & CONDIMENTS:,BENNY POWDERED CHICKEN FLAVOURED STOCK 17G,BENNY POWDERED CHICKEN FLAVOURED STOCK 17G,0,0,36,1,6.00963E+12,6.00963E+12,,,,,,,,
2427,,FOOD & CONDIMENTS:,SUNRIPE SWEET CORN 340G,SUNRIPE SWEET CORN 340G,0,0,3,1,6.00965E+12,6.00965E+12,,,,,,,,
2428,,FOOD & CONDIMENTS:,SUNRIPE GIANT MARROW PEAS 538G,SUNRIPE GIANT MARROW PEAS 538G,0,0,8,1,6.00965E+12,6.00965E+12,,,,,,,,
2429,,FOOD & CONDIMENTS:,SUNRIPE GIANT PEAS 300G,SUNRIPE GIANT PEAS 300G,0,0,20,1,6.00965E+12,6.00965E+12,,,,,,,,
2430,,FOOD & CONDIMENTS:,SUNRIPE BAKED BEANS 420G,SUNRIPE BAKED BEANS 420G,0,0,22,1,6.00965E+12,6.00965E+12,,,,,,,,
2432,,FOOD & CONDIMENTS:,SUNRIPE BAKED BEANS SAUCE 200G,SUNRIPE BAKED BEANS SAUCE 200G,0,0,21,1,6.00965E+12,6.00965E+12,,,,,,,,
2435,,FOOD & CONDIMENTS:,QUAKER OAT FLOUR POUNCH 900G,QUAKER OAT FLOUR POUNCH 900G,0,0,2,1,6.00971E+12,6.00971E+12,,,,,,,,
2468,,FOOD & CONDIMENTS:,TASTY TOM SATCHET TOMATO 55G,TASTY TOM SATCHET TOMATO 55G,0,0,400,1,6.033E+12,6.033E+12,,,,,,,,
2472,,FOOD & CONDIMENTS:,AMEL SUSAN CORN FLOUR 350G,AMEL SUSAN CORN FLOUR 350G,0,0,2,1,6.034E+12,6.034E+12,,,,,,,,
2476,,FOOD & CONDIMENTS:,BLUE BAND SPREAD 75G,BLUE BAND SPREAD 75G,0,0,42,1,6.034E+12,6.034E+12,,,,,,,,
2478,,FOOD & CONDIMENTS:,BLUE BAND SPREAD 450G,BLUE BAND SPREAD 450G,0,0,9,1,6.034E+12,6.034E+12,,,,,,,,
2480,,FOOD & CONDIMENTS:,BLUE BAND SPREAD 900G,BLUE BAND SPREAD 900G,0,0,3,1,6.034E+12,6.034E+12,,,,,,,,
2481,,FOOD & CONDIMENTS:,TROPICAL ISLAND GOLDEN SELLA BASMATIC RICE 5KG,TROPICAL ISLAND GOLDEN SELLA BASMATIC RICE 5KG,0,0,1,1,6.03923E+11,6.03923E+11,,,,,,,,
2482,,FOOD & CONDIMENTS:,HAVANA ACTIVE BAKING POWDER 100G,HAVANA ACTIVE BAKING POWDER 100G,0,0,7,1,6.03964E+11,6.03964E+11,,,,,,,,
2493,,FOOD & CONDIMENTS:,SEGUNFUMI LAFUN CASSAVA FLOUR 1KG,SEGUNFUMI LAFUN CASSAVA FLOUR 1KG,0,0,4,1,6.08056E+12,6.08056E+12,,,,,,,,
2501,,FOOD & CONDIMENTS:,ASABI CHILLI PEPPER POWDER 85G,ASABI CHILLI PEPPER POWDER 85G,0,0,12,1,6.08887E+11,6.08887E+11,,,,,,,,
2505,,FOOD & CONDIMENTS:,ABBEH FOODS & SEASONING GINGER POWDER 160G,ABBEH FOODS & SEASONING GINGER POWDER 160G,0,0,1,1,6.08887E+11,6.08887E+11,,,,,,,,
2506,,FOOD & CONDIMENTS:,ABBEH FOODS & SEASONING TUMERIC POWDER 205G,ABBEH FOODS & SEASONING TUMERIC POWDER 205G,0,0,1,1,6.08887E+11,6.08887E+11,,,,,,,,
2508,,FOOD & CONDIMENTS:,ABBEH FOODS & SEASONING GROUND PEPPER 210G,ABBEH FOODS & SEASONING GROUND PEPPER 210G,0,0,9,1,6.08887E+11,6.08887E+11,,,,,,,,
2509,,FOOD & CONDIMENTS:,ABBEH FOODS & SEASONING BLENDED SUYA PEPPER 280G,ABBEH FOODS & SEASONING BLENDED SUYA PEPPER 280G,0,0,1,1,6.08887E+11,6.08887E+11,,,,,,,,
251,,PROVISIONS,LUCKY CHARMS CEREAL 1.3KG,LUCKY CHARMS CEREAL 1.3KG,0,0,2,1,16000438194,16000438194,,,,,,,,
2519,,FOOD & CONDIMENTS:,COSTA SARDINE 125G,COSTA SARDINE 125G,0,0,20,1,6.11107E+12,6.11107E+12,,,,,,,,
252,,PROVISIONS,MUNRO CUSTARD POWDER 2KG,MUNRO CUSTARD POWDER 2KG,0,0,1,1,19962298240,19962298240,,,,,,,,
2520,,FOOD & CONDIMENTS:,TODAY'S SARDINE IN VEGETABLE 125G,TODAY'S SARDINE IN VEGETABLE 125G,0,0,71,1,6.11107E+12,6.11107E+12,,,,,,,,
2522,,FOOD & CONDIMENTS:,TITUS SARDINES 125G,TITUS SARDINES 125G,0,0,548,1,6.11124E+12,6.11124E+12,,,,,,,,
2523,,FOOD & CONDIMENTS:,BLUE PEARL SARDINE 125G,BLUE PEARL SARDINE 125G,0,0,40,1,6.11124E+12,6.11124E+12,,,,,,,,
2533,,FOOD & CONDIMENTS:,ADOLIA FIELD FARM CRUNCHY GARRI 1KG,ADOLIA FIELD FARM CRUNCHY GARRI 1KG,0,0,2,1,6.14289E+12,6.14289E+12,,,,,,,,
2534,,FOOD & CONDIMENTS:,ADOLIA CRUNCHY GARRI 2KG,ADOLIA CRUNCHY GARRI 2KG,0,0,7,1,6.143E+12,6.143E+12,,,,,,,,
2537,,FOOD & CONDIMENTS:,AYOOLA YAM FLOUR 0.9KG,AYOOLA YAM FLOUR 0.9KG,0,0,19,1,6.1511E+12,6.1511E+12,,,,,,,,
2538,,FOOD & CONDIMENTS:,AYOOLA POUNDO YAM FLOUR 0.9KG,AYOOLA POUNDO YAM FLOUR 0.9KG,0,0,44,1,6.1511E+12,6.1511E+12,,,,,,,,
2539,,FOOD & CONDIMENTS:,AYOOLA POUNDO YAM FLOUR 1.8KG,AYOOLA POUNDO YAM FLOUR 1.8KG,0,0,10,1,6.1511E+12,6.1511E+12,,,,,,,,
254,,PROVISIONS,NESTLE NESQUIK CHOCOLATE POWDER 1.275KG,NESTLE NESQUIK CHOCOLATE POWDER 1.275KG,0,0,1,1,28000708801,28000708801,,,,,,,,
2544,,FOOD & CONDIMENTS:,AYOOLA PLANTAIN FLOUR 0.9KG,AYOOLA PLANTAIN FLOUR 0.9KG,0,0,10,1,6.1511E+12,6.1511E+12,,,,,,,,
2545,,FOOD & CONDIMENTS:,AYOOLA PLANTAIN FLOUR 1.8KG,AYOOLA PLANTAIN FLOUR 1.8KG,0,0,8,1,6.1511E+12,6.1511E+12,,,,,,,,
2546,,FOOD & CONDIMENTS:,AYOOLA CASSAVA FUFU 1KG,AYOOLA CASSAVA FUFU 1KG,0,0,27,1,6.1511E+12,6.1511E+12,,,,,,,,
2549,,FOOD & CONDIMENTS:,AYOOLA POUNDO YAM FLOUR 450G,AYOOLA POUNDO YAM FLOUR 450G,0,0,6,1,6.1511E+12,6.1511E+12,,,,,,,,
2550,,FOOD & CONDIMENTS:,AYOOLA POTATO FLOUR 1KG,AYOOLA POTATO FLOUR 1KG,0,0,10,1,6.1511E+12,6.1511E+12,,,,,,,,
2551,,FOOD & CONDIMENTS:,AYOOLA RICE FLOUR 1.8G,AYOOLA RICE FLOUR 1.8G,0,0,8,1,6.1511E+12,6.1511E+12,,,,,,,,
2552,,FOOD & CONDIMENTS:,AYOOLA RICE FLOUR 0.9KG,AYOOLA RICE FLOUR 0.9KG,0,0,28,1,6.1511E+12,6.1511E+12,,,,,,,,
2553,,FOOD & CONDIMENTS:,MAGGI CHICKEN CUBE 400G,MAGGI CHICKEN CUBE 400G,0,0,11,1,6.1511E+12,6.1511E+12,,,,,,,,
2556,,FOOD & CONDIMENTS:,MAGGI SIGNATURE JOLLOF SEASONING POWDER 8G,MAGGI SIGNATURE JOLLOF SEASONING POWDER 8G,0,0,25,1,6.1511E+12,6.1511E+12,,,,,,,,
2557,,FOOD & CONDIMENTS:,MAGGI CHICKEN SEASONING POWDER 440G,MAGGI CHICKEN SEASONING POWDER 440G,0,0,7,1,6.1511E+12,6.1511E+12,,,,,,,,
2558,,FOOD & CONDIMENTS:,MAGGI SEASONING POWDER BEEF 400G,MAGGI SEASONING POWDER BEEF 400G,0,0,8,1,6.1511E+12,6.1511E+12,,,,,,,,
2563,,FOOD & CONDIMENTS:,MAGGI SIGNATURES JOLLOF SEASONING POWDER 100G,MAGGI SIGNATURES JOLLOF SEASONING POWDER 100G,0,0,7,1,6.1511E+12,6.1511E+12,,,,,,,,
2565,,FOOD & CONDIMENTS:,MAGGI STAR SEASONING 100 CUBES 400G,MAGGI STAR SEASONING 100 CUBES 400G,0,0,2,1,6.1511E+12,6.1511E+12,,,,,,,,
2572,,FOOD & CONDIMENTS:,LION CASHEWS 100G,LION CASHEWS 100G,0,0,2,1,6.1511E+12,6.1511E+12,,,,,,,,
2577,,FOOD & CONDIMENTS:,KNORR CHICKEN SEASONING CUBES 384G,KNORR CHICKEN SEASONING CUBES 384G,0,0,10,1,6.1511E+12,6.1511E+12,,,,,,,,
2579,,FOOD & CONDIMENTS:,DEVON KING'S SPREAD FOR BREAD 450G,DEVON KING'S SPREAD FOR BREAD 450G,0,0,14,1,6.1511E+12,6.1511E+12,,,,,,,,
2580,,FOOD & CONDIMENTS:,DEVON KING'S PURE VEGETABLE OIL 75CL,DEVON KING'S PURE VEGETABLE OIL 75CL,0,0,2,1,6.1511E+12,6.1511E+12,,,,,,,,
2581,,FOOD & CONDIMENTS:,GOLDEN PENNY INSTANT NOODLES CHICKEN 70G,GOLDEN PENNY INSTANT NOODLES CHICKEN 70G,0,0,99,1,6.1511E+12,6.1511E+12,,,,,,,,
2584,,FOOD & CONDIMENTS:,BIG BULL GOLD PARBOILED RICE 10KG,BIG BULL GOLD PARBOILED RICE 10KG,0,0,7,1,6.152E+12,6.152E+12,,,,,,,,
2595,,FOOD & CONDIMENTS:,CHI GOLDEN TERRA SOYA OIL 1.4LTR,CHI GOLDEN TERRA SOYA OIL 1.4LTR,0,0,1,1,6.152E+12,6.152E+12,,,,,,,,
2598,,FOOD & CONDIMENTS:,BIG BULL GOLD PARBOILED RICE 5KG,BIG BULL GOLD PARBOILED RICE 5KG,0,0,3,1,6.152E+12,6.152E+12,,,,,,,,
26,,VILLAGE MARKET,PLASTIC SPOON VILLAGE MARKET,PLASTIC SPOON VILLAGE MARKET,0,0,17,1,21142,21142,,,,,,,,
2601,,FOOD & CONDIMENTS:,TERRA BEEF SEASONING PREMIUM CUBE 320G,TERRA BEEF SEASONING PREMIUM CUBE 320G,0,0,21,1,6.152E+12,6.152E+12,,,,,,,,
2605,,FOOD & CONDIMENTS:,GOLDEN TERRA SOYA OIL 3LTR,GOLDEN TERRA SOYA OIL 3LTR,0,0,7,1,6.152E+12,6.152E+12,,,,,,,,
2606,,FOOD & CONDIMENTS:,GOLDEN TERRA SOYA OIL 5LTR,GOLDEN TERRA SOYA OIL 5LTR,0,0,2,1,6.152E+12,6.152E+12,,,,,,,,
2610,,FOOD & CONDIMENTS:,DANGOTE SALT 250G,DANGOTE SALT 250G,0,0,374,1,6.15211E+12,6.15211E+12,,,,,,,,
2611,,FOOD & CONDIMENTS:,DANGOTE SALT 500G,DANGOTE SALT 500G,0,0,151,1,6.15211E+12,6.15211E+12,,,,,,,,
2612,,FOOD & CONDIMENTS:,DANGOTE SALT 1KG,DANGOTE SALT 1KG,0,0,58,1,6.15211E+12,6.15211E+12,,,,,,,,
2613,,FOOD & CONDIMENTS:,OKOMU BANGA RED PALM OIL 4 LTS,OKOMU BANGA RED PALM OIL 4 LTS,0,0,20,1,6.15211E+12,6.15211E+12,,,,,,,,
2614,,FOOD & CONDIMENTS:,OKOMU BANGA OIL 2LITRES,OKOMU BANGA OIL 2LITRES,0,0,31,1,6.15211E+12,6.15211E+12,,,,,,,,
